,상호,휘발유,상표,셀프여부,주소,시
627,서일석유(주)용인서일주유소,1723,GS칼텍스,Y,경기 용인시 기흥구 신수로 70,용인시
628,㈜한미석유 기흥주유소/충전소,1723,알뜰(ex),Y,경기 용인시 기흥구 공세로 173,용인시
629,광교서일주유소,1725,GS칼텍스,Y,경기 용인시 기흥구 석성로 1 (보정동),용인시
630,신도시주유소,1728,SK에너지,Y,경기 용인시 기흥구 금화로 2,용인시
631,태영주유소,1729,현대오일뱅크,Y,경기 용인시 기흥구 중부대로 859 (상하동),용인시
632,원천주유소,1733,S-OIL,Y,경기 용인시 기흥구 중부대로 1-5 (영덕동),용인시
633,동탄행복셀프주유소,1735,GS칼텍스,Y,경기 용인시 기흥구 용구대로 1625 (공세동),용인시
634,기흥에너지셀프주유소,1735,GS칼텍스,Y,경기 용인시 기흥구 용구대로 1624 (공세동),용인시
635,기흥꽃길주유소,1735,SK에너지,Y,경기 용인시 기흥구 용구대로 1701,용인시
636,(주)자연에너지,1739,SK에너지,Y,경기 용인시 기흥구 동탄기흥로 653 (고매동),용인시
637,(주)스마트주유소,1739,현대오일뱅크,Y,경기 용인시 기흥구 동탄기흥로 750 (고매동),용인시
638,삼성주유소,1739,S-OIL,Y,경기 용인시 기흥구 동탄기흥로 694,용인시
639,삼우에너지,1743,SK에너지,Y,경기 용인시 기흥구 사은로 334 (상하동),용인시
640,삼미상사(주) 삼성단지주유소,1743,SK에너지,N,경기 용인시 기흥구 중부대로 1-2 (영덕동),용인시
641,(주)지에스이앤알 흥덕주유소,1743,GS칼텍스,N,경기 용인시 기흥구 흥덕중앙로 92,용인시
642,동광주유소,1743,GS칼텍스,Y,경기 용인시 기흥구 중부대로 56 (영덕동),용인시
643,현대오일뱅크㈜직영 구성신도시주유소,1744,현대오일뱅크,N,경기 용인시 기흥구 용구대로 2381 (마북동),용인시
644,서정주유소,1745,현대오일뱅크,Y,경기 용인시 기흥구 용구대로 1875 (보라동),용인시
645,(주)남경석유 마북로주유소,1749,SK에너지,N,경기 용인시 기흥구 마북로 130 (마북동),용인시
646,언남주유소,1749,S-OIL,Y,경기 용인시 기흥구 구성로 152 (언남동),용인시
647,(주)죽전역주유소,1753,SK에너지,N,경기 용인시 기흥구 진산로 188 (보정동),용인시
648,신동백주유소,1753,S-OIL,Y,경기 용인시 기흥구 언동로 117 (상하동),용인시
649,현대오일뱅크㈜청명현대Self주유소,1754,현대오일뱅크,Y,경기 용인시 기흥구 청명산로 1 (하갈동),용인시
650,현대오일뱅크㈜직영 기흥현대셀프주유소,1754,현대오일뱅크,Y,경기 용인시 기흥구 기흥로 68,용인시
651,현대오일뱅크㈜직영 기흥TG셀프주유소,1754,현대오일뱅크,Y,경기 용인시 기흥구 삼성2로 34,용인시
652,(주)옥토끼주유소,1757,S-OIL,Y,경기 용인시 기흥구 용구대로 1991 (상갈동),용인시
653,현대오일뱅크㈜직영 기흥셀프주유소,1759,현대오일뱅크,Y,경기 용인시 기흥구 용구대로 1876 (보라동),용인시
654,삼미상사㈜ 보라self주유소,1764,SK에너지,Y,경기 용인시 기흥구 용구대로 1835 (보라동),용인시
655,신갈현대주유소,1769,현대오일뱅크,N,경기 용인시 기흥구 신갈로 113 (신갈동),용인시
656,세동석유(주)청명IC주유소,1769,SK에너지,Y,경기 용인시 기흥구 기곡로 3,용인시
657,(주)제이엔케이네트웍주유소,1775,현대오일뱅크,Y,경기 용인시 기흥구 어정로 52 (상하동),용인시
658,SK에너지(주) 기흥셀프주유소,1779,SK에너지,Y,경기 용인시 기흥구 중부대로 519 (구갈동),용인시
659,현대오일뱅크㈜직영 경기주유소,1783,현대오일뱅크,N,경기 용인시 기흥구 중부대로 312,용인시
660,영덕주유소,1785,GS칼텍스,Y,경기 용인시 기흥구 중부대로 137 (영덕동),용인시
661,서천신도시주유소,1785,GS칼텍스,Y,경기 용인시 기흥구 서천로 190,용인시
662,신갈셀프주유소,1785,GS칼텍스,Y,경기 용인시 기흥구 중부대로 261 (영덕동),용인시
663,대경석유(주) 구갈대경주유소,1786,GS칼텍스,Y,경기 용인시 기흥구 중부대로 551 (구갈동),용인시
664,지리산석유(주),1787,SK에너지,Y,경기 용인시 기흥구 신수로 547,용인시
665,동일석유(주)초당주유소,1788,SK에너지,Y, 경기 용인시 기흥구 동백죽전대로 179 (중동 1039),용인시
666,(주)세이브주유소,1789,S-OIL,Y,경기 용인시 기흥구 공세로 63 (고매동),용인시
667,동화주유소,1789,S-OIL,Y,경기 용인시 기흥구 중부대로 752 (상하동),용인시
668,삼미상사(주)한양주유소,1789,SK에너지,Y,경기 용인시 기흥구 중부대로 716 (상하동),용인시
669,용인상사,1795,SK에너지,N,경기 용인시 기흥구 중부대로 199 (영덕동),용인시
670,SK에너지(주) 대흥셀프주유소,1798,SK에너지,Y,경기 용인시 기흥구 신수로 570 (보정동),용인시
689,㈜자연에너지 신갈주유소,1683,현대오일뱅크,Y,경기 용인시 기흥구 용구대로 2245 (신갈동),용인시
690,미키주유소,1683,알뜰주유소,Y,경기 용인시 기흥구  용구대로 2469번길 57,용인시
691,이마트구성점주유소,1683,GS칼텍스,Y,경기 용인시 기흥구 용구대로 2441 (마북동),용인시
692,보정꽃길주유소,1693,GS칼텍스,Y,경기 용인시 기흥구 용구대로2469번길 153,용인시
693,청정에너지주유소,1693,S-OIL,Y,경기 용인시 기흥구 용구대로2469번길 161,용인시
694,(주)삼표에너지 보정동주유소,1693,GS칼텍스,Y,경기 용인시 기흥구 용구대로2469번길 150 (보정동),용인시
695,㈜소모에너지 보정셀프주유소,1693,GS칼텍스,Y,경기 용인시 기흥구 용구대로 2570 (보정동),용인시
696,SK에너지㈜직영 기쁨셀프주유소,1693,SK에너지,Y,경기 용인시 기흥구 용구대로2469번길130 (보정동),용인시
697,오션네트웍스(주) 동백지점,1703,SK에너지,Y,경기 용인시 기흥구 석성로 666 (동백동),용인시
698,아이언맨주유소,1712,알뜰주유소,Y,경기 용인시 기흥구 신갈로 13 (상갈동),용인시
699,구성그린주유소,1713,GS칼텍스,N,경기 용인시 기흥구 용구대로 2421 (마북동),용인시
700,신무궁화주유소,1718,현대오일뱅크,N,경기 용인시 기흥구 용구대로2469번길 78 (보정동),용인시
701,채움셀프주유소,1719,현대오일뱅크,Y,경기 용인시 처인구 백옥대로 959 (남동),용인시
702,슈퍼맨주유소(주),1719,알뜰주유소,Y,경기 용인시 처인구 원삼면 죽양대로 2287,용인시
703,나이스주유소,1719,S-OIL,Y,경기 용인시 처인구 백옥대로 1011,용인시
704,오일스타(주)경기남부지점,1719,자가상표,Y,경기 용인시 처인구 중부대로 1653 (마평동),용인시
705,서창산업㈜죽전(상)주유소,1720,알뜰(ex),Y,경기 용인시 수지구 용구대로2771번길 37 (죽전동),용인시
706,(주)에스에이치에너지 신갈현대셀프주유소,1720,현대오일뱅크,Y,경기 용인시 기흥구 신수로 69(신갈동),용인시
707,서창산업(주) 용인(인천방향)주유소/충전소,1720,알뜰(ex),Y,경기 용인시 처인구 주북로 66-16 (고림동),용인시
708,서창산업(주) 용인(강릉방향)주유소/충전소,1720,알뜰(ex),Y,경기 용인시 처인구 양지면 주북로94번길 30,용인시
709,현대오일뱅크(주)직영 성산주유소,1722,현대오일뱅크,N,경기 용인시 처인구 중부대로 983 (삼가동),용인시
710,오션네트웍스(주) 용인지점,1723,SK에너지,Y,경기 용인시 기흥구 석성로 1-3(보정동),용인시
