"행정구역(시군구)별","연령별",2011,2011,2011,2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021
"행정구역(시군구)별","연령별",총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명)
"전국","73세",308794,131816,176978,334845,143929,190916,318589,137771,180818,354378,155308,199070,424994,188630,236364,341431,151085,190346,335832,149900,185932,311811,142426,169385,346700,160632,186068,432512,198803,233709,423583,197798,225785
"전국","74세",286432,119838,166594,301656,127332,174324,327562,139331,188231,312164,133733,178431,347652,151020,196632,417209,183572,233637,335307,147140,188167,330238,146284,183954,306754,139068,167686,341531,157134,184397,423178,193404,229774
"전국","75세",268922,109334,159588,279067,115312,163755,294276,122768,171508,319873,134559,185314,305254,129435,175819,340356,146484,193872,408443,178012,230431,328898,143105,185793,324245,142485,181760,301435,135569,165866,333449,152555,180894
"전국","76세",257010,101544,155466,261025,104700,156325,271436,110722,160714,286684,118079,168605,312030,129840,182190,298017,124981,173036,332373,141520,190853,399138,172143,226995,322030,138806,183224,317624,138304,179320,293433,130902,162531
"전국","77세",228327,87290,141037,248595,96678,151917,253041,100038,153003,263466,106044,157422,278572,113250,165322,303630,124812,178818,290050,120099,169951,323880,136339,187541,389497,166192,223305,314642,134236,180406,308450,133003,175447
"전국","78세",195334,71838,123496,219926,82678,137248,239889,91785,148104,244739,95432,149307,254947,101150,153797,269899,108255,161644,294405,119457,174948,281424,115025,166399,315234,131127,184107,378943,159757,219186,304687,128468,176219
"전국","79세",180752,63877,116875,187387,67694,119693,211121,78001,133120,230920,86801,144119,235740,90499,145241,245988,96075,149913,260703,103034,157669,284404,113730,170674,272536,109871,162665,305468,125276,180192,365353,151920,213433
"전국","80세",149435,49833,99602,172233,59635,112598,179171,63621,115550,202109,73285,128824,221366,81689,139677,226441,85452,140989,236440,90766,145674,250659,97500,153159,274145,107989,166156,263047,104531,158516,293235,118466,174769
"전국","81세",138348,43016,95332,141498,46109,95389,163594,55435,108159,170529,59343,111186,192707,68543,124164,211291,76476,134815,216390,80144,136246,226215,85277,140938,240644,92045,148599,263250,101961,161289,250984,97825,153159
"전국","82세",126445,39794,86651,130156,39432,90724,133703,42541,91162,154892,51341,103551,161520,54980,106540,182857,63694,119163,200619,71099,129520,205546,74504,131042,215831,79874,135957,229644,86276,143368,249681,94687,154994
"전국","83세",109721,32769,76952,118162,36265,81897,121912,35984,85928,125609,39017,86592,145662,47166,98496,152230,50652,101578,172333,58665,113668,189010,65480,123530,194701,69009,125692,204672,74218,130454,216394,79328,137066
"전국","84세",94532,27085,67447,101583,29423,72160,109808,32891,76917,113597,32614,80983,117252,35639,81613,136311,43117,93194,142364,46234,96130,161164,53524,107640,177698,60166,117532,183322,63533,119789,191531,67669,123862
"전국","85세",73372,20699,52673,86810,24214,62596,93689,26288,67401,101454,29604,71850,105050,29234,75816,108646,32105,76541,126316,38862,87454,131986,41709,90277,150234,48624,101610,165702,54629,111073,170045,57236,112809
"전국","86세",63971,17159,46812,66364,18068,48296,79247,21457,57790,85776,23286,62490,92884,26378,66506,96441,26123,70318,99951,28702,71249,116012,34783,81229,122000,37497,84503,138986,43804,95182,152308,48748,103560
"전국","87세",51722,14766,36956,57325,14838,42487,59633,15655,43978,71941,18815,53126,77619,20403,57216,84464,23382,61082,87556,22964,64592,90800,25284,65516,106083,30852,75231,111642,33360,78282,126276,38450,87826
"전국","88세",51944,13664,38280,45613,12567,33046,50987,12707,38280,53239,13474,39765,64233,16192,48041,69702,17783,51919,75834,20374,55460,78557,19952,58605,82024,22139,59885,95956,26996,68960,100140,28852,71288
"전국","89세",42416,10742,31674,45347,11562,33785,39874,10644,29230,44997,10790,34207,46917,11449,35468,56911,13828,43083,61796,15229,46567,67043,17436,49607,69976,17222,52754,73201,19153,54048,84887,22967,61920
"전국","90세",30452,7353,23099,36487,8940,27547,39357,9739,29618,34671,9004,25667,39061,9007,30054,40825,9612,31213,49612,11641,37971,53871,12812,41059,58984,14863,44121,61471,14644,46827,63796,15965,47831
"전국","91세",23271,5659,17612,25746,5972,19774,31165,7418,23747,34018,8250,25768,29503,7425,22078,33432,7430,26002,34909,7912,26997,42582,9634,32948,46791,10760,36031,51192,12527,38665,52699,11988,40711
"전국","92세",17552,4365,13187,19357,4596,14761,21718,4903,16815,26487,6121,20366,28787,6788,21999,24961,6098,18863,28262,6007,22255,29257,6440,22817,36397,8010,28387,40071,8926,31145,43002,10017,32985
"전국","93세",12884,2866,10018,14551,3582,10969,16107,3712,12395,18164,4040,14124,22015,4992,17023,24106,5525,18581,20684,4909,15775,23226,4819,18407,24602,5227,19375,30653,6498,24155,33020,6950,26070
"전국","94세",10855,2280,8575,10445,2235,8210,11883,2873,9010,13352,3019,10333,14848,3224,11624,18164,4030,14134,19769,4404,15365,16758,3887,12871,19094,3798,15296,20317,4166,16151,24730,4889,19841
"전국","95세",7828,1528,6300,8688,1807,6881,8387,1766,6621,9687,2302,7385,10820,2431,8389,12132,2595,9537,14616,3183,11433,15894,3490,12404,13588,3110,10478,15518,3007,12511,15707,2989,12718
"전국","96세",5561,1072,4489,6184,1209,4975,6906,1431,5475,6751,1400,5351,7763,1857,5906,8766,1946,6820,9619,2027,7592,11613,2504,9109,12811,2784,10027,10954,2452,8502,11588,2067,9521
"전국","97세",4369,854,3515,4423,852,3571,4946,959,3987,5503,1126,4377,5344,1113,4231,6199,1493,4706,6922,1528,5394,7562,1590,5972,9225,1982,7243,10214,2242,7972,7928,1628,6300
"전국","98세",3336,697,2639,3490,699,2791,3580,692,2888,3975,793,3182,4318,886,3432,4286,892,3394,4832,1161,3671,5392,1188,4204,5993,1241,4752,7296,1591,5705,7275,1456,5819
"전국","99세",2583,545,2038,2665,575,2090,2838,590,2248,2901,579,2322,3169,650,2519,3461,732,2729,3305,693,2612,3752,937,2815,4274,972,3302,4774,1005,3769,4799,902,3897
"전국","100세 이상",11634,2652,8982,12657,2908,9749,13793,3194,10599,15006,3500,11506,16209,3782,12427,17562,4137,13425,17850,4024,13826,18783,4327,14456,20160,4830,15330,21912,5351,16561,7961,1372,6589
