,상호,휘발유,상표,셀프여부,주소,시
1511,항공대주유소,1715,GS칼텍스,Y,경기 고양시 덕양구  중앙로 171 (화전동),고양시
1512,설문IC셀프주유소,1715,현대오일뱅크,Y,경기 고양시 일산동구 고봉로 799,고양시
1513,(주)디오티디 고양용가리주유소,1715,현대오일뱅크,Y,경기 고양시 일산동구 백마로 590,고양시
1514,현대오일뱅크㈜직영 능곡역주유소,1715,현대오일뱅크,N,경기 고양시 덕양구 지도로 15 (토당동),고양시
1515,명성주유소,1715,SK에너지,Y,경기 고양시 덕양구 호국로 1628 (벽제동),고양시
1516,풍산셀프주유소,1715,SK에너지,Y,경기 고양시 일산동구 중산로 55 (중산동),고양시
1517,KH에너지(주) 가나주유소,1715,SK에너지,Y,경기 고양시 덕양구 호국로 1941 (벽제동),고양시
1518,(주)진성에너지 무궁화셀프주유소,1715,현대오일뱅크,Y,경기 고양시 일산동구 무궁화로 304 (풍동),고양시
1519,현대오일뱅크㈜직영 화정2호셀프주유소,1715,현대오일뱅크,Y,경기 고양시 덕양구 호국로 624 (화정동),고양시
1520,덕양제7주유소,1715,SK에너지,Y,경기 고양시 일산동구 무궁화로 250 (풍동),고양시
1521,개나리주유소,1715,알뜰주유소,Y,경기 고양시 덕양구 보광로 126 (벽제동),고양시
1522,한솔주유소,1715,GS칼텍스,Y,경기 고양시 덕양구 통일로 1015,고양시
1523,목장주유소,1717,S-OIL,Y,경기 고양시 덕양구 호국로 932,고양시
1524,동원주유소,1717,GS칼텍스,N,경기 고양시 덕양구 고양대로 1900 (동산동),고양시
1525,오토파워주유소,1717,현대오일뱅크,Y,경기 고양시 덕양구 고양대로 1464 (성사동),고양시
1526,경일석유(주)신신주유소,1718,GS칼텍스,Y,경기 고양시 일산동구 백마로 32,고양시
1527,(주)헨지스에너지직영 세이버주유소,1719,현대오일뱅크,N,경기 고양시 덕양구 화랑로 124 (화전동),고양시
1528,처음주유소,1719,S-OIL,N,경기 고양시 덕양구 중앙로 209 (화전동),고양시
1529,신화상사(주)구도일주유소신화일산,1720,S-OIL,Y,경기 고양시 일산동구 백마로 36 (장항동),고양시
1530,덕양제2주유소,1720,SK에너지,Y,경기 고양시 일산서구 경의로 940,고양시
1531,덕이셀프주유소,1720,S-OIL,Y,경기 고양시 일산서구 덕이로 94 (덕이동),고양시
1532,SK부광주유소 원당점,1721,SK에너지,N,경기 고양시 덕양구 원당로 433 (원당동),고양시
1533,경일석유(주) 신우주유소,1723,GS칼텍스,Y,경기도 고양시 일산동구  고양대로 952 (식사동),고양시
1534,삼미상사(주)일산제일주유소,1723,SK에너지,N,경기 고양시 일산동구 고봉로 473 (성석동),고양시
1535,(주)명주로데오주유소,1724,현대오일뱅크,Y,경기 고양시 일산서구 덕이로 78-3,고양시
1536,덕양제5주유소,1725,SK에너지,Y,경기 고양시 일산서구 고양대로 120 (법곳동),고양시
1537,한강주유소,1725,알뜰주유소,N,경기 고양시 덕양구 행주로 57-28,고양시
1538,산성주유소,1725,현대오일뱅크,Y,경기 고양시 덕양구  행주로 59 (행주내동),고양시
1539,이산포주유소,1725,S-OIL,N,경기도 고양시 일산서구  고양대로 114 (법곳동),고양시
1540,한울(주) 서일산주유소,1725,현대오일뱅크,N,경기 고양시 일산서구 법곳길 84 (법곳동),고양시
1541,동원주유소,1725,SK에너지,Y,경기 고양시 일산서구 고양대로 717 (일산동),고양시
1542,유정주유소,1725,S-OIL,Y,경기 고양시 덕양구 호수로 104 (토당동),고양시
1543,(주)원일유통 능곡주유소,1725,SK에너지,Y,경기 고양시 덕양구 토당로 104 (토당동),고양시
1544,일광에너비스 행주내동점,1725,현대오일뱅크,Y,경기 고양시 덕양구 행주로 104 (행주내동),고양시
1545,북한산주유소,1726,현대오일뱅크,Y,경기 고양시 덕양구 북한산로 539 (효자동),고양시
1546,지에스칼텍스㈜ 신도시주유소,1730,GS칼텍스,N,경기 고양시 일산서구 경의로 945,고양시
1547,현대오일뱅크(주)직영 덕이주유소,1734,현대오일뱅크,Y,경기 고양시 일산서구 송산로 591 (덕이동),고양시
1548,현대오일뱅크㈜직영 탄현셀프주유소,1734,현대오일뱅크,Y,경기 고양시 일산서구 경의로 829 (덕이동),고양시
1549,블루에너지,1736,SK에너지,Y,경기 고양시 일산서구  덕이로 299 (덕이동),고양시
1550,대신석유(주)대자주유소,1737,SK에너지,Y,경기도 고양시 덕양구  통일로 499,고양시
1551,식사주유소,1737,S-OIL,Y,경기 고양시 일산동구 고양대로 1137 (식사동),고양시
1552,삼송뉴시티주유소,1737,S-OIL,N,경기 고양시 덕양구 고양대로 1960 (동산동),고양시
1553,신우주유소,1737,S-OIL,Y,경기 고양시 일산동구 성현로 177,고양시
1554,우암주유소,1737,S-OIL,N,경기 고양시 덕양구 벽제동 보광로 198,고양시
1555,(주)휴세코 희망주유소/충전소,1738,현대오일뱅크,Y,경기 고양시 일산서구 경의로 910,고양시
1556,㈜삼표에너지 삼송주유소,1739,GS칼텍스,Y,경기 고양시 덕양구 신원1로 93,고양시
1557,㈜중흥에너지 한양주유소,1739,S-OIL,Y,경기 고양시 덕양구 권율대로 593 (원흥동),고양시
1558,(주)주연덕이 셀프주유소,1745,현대오일뱅크,Y,경기 고양시 일산서구 덕이로292번길 13(덕이동),고양시
1559,대화주유소,1745,현대오일뱅크,Y,경기 고양시 일산서구 대화로37번길 58,고양시
1560,SK화정주유소,1745,SK에너지,N,경기 고양시 덕양구 호국로 430(토당동),고양시
1561,원흥제2주유소,1745,현대오일뱅크,N,경기 고양시 일산동구 성현로 533 (사리현동),고양시
1562,현대오일뱅크(주) 하나주유소,1745,현대오일뱅크,N,경기 고양시 일산동구 백마로 31 (장항동),고양시
1563,우리주유소,1745,알뜰주유소,Y,경기 고양시 일산동구 성현로 487,고양시
1564,자유제일주유소,1747,SK에너지,Y,경기 고양시 덕양구 자유로 487 (행주외동),고양시
1565,삼송서진주유소,1747,현대오일뱅크,Y,경기 고양시 덕양구 통일로 226 (삼송동),고양시
1566,삼호주유소,1748,현대오일뱅크,N,경기 고양시 덕양구 흥도로 404 (성사동),고양시
1567,자유로주유소,1749,SK에너지,Y,경기 고양시 일산서구 이산포길 266 (법곳동),고양시
1568,고양(문산방향)휴게소주유소,1749,GS칼텍스,Y,경기 고양시 덕양구 수원문산고속도로 52,고양시
1569,구도일주유소 송포,1754,S-OIL,N,경기 고양시 일산서구 송산로 494 (덕이동),고양시
1570,효자로주유소,1755,GS칼텍스,Y,경기 고양시 덕양구 일영로 127 (지축동),고양시
1571,삼원주유소,1755,현대오일뱅크,N,경기 고양시 덕양구 고양대로 1303 (주교동),고양시
1572,(주)한미석유 덕이동주유소,1755,GS칼텍스,N,경기 고양시 일산서구 덕이로 174 (덕이동),고양시
1573,가좌에너지(주),1755,현대오일뱅크,Y,경기 고양시 일산서구 송산로 406 (가좌동),고양시
1574,현대오일뱅크㈜직영 화정셀프주유소,1755,현대오일뱅크,Y,경기 고양시 덕양구 화중로 38 (화정동),고양시
1575,제2자유로주유소,1757,GS칼텍스,Y,경기 고양시 덕양구 제2자유로 154 (현천동),고양시
1576,덕양제3주유소,1757,SK에너지,Y,경기 고양시 덕양구 동헌로 187 (대자동),고양시
1577,일산가좌주유소,1757,현대오일뱅크,Y,경기 고양시 일산서구 동서대로 352,고양시
